id,code,title,definition
104989687,XM2567,Diphenadione,
1560534814,XM4C94,Tar,
841809562,XE8YS,Handcuffs,
2024211972,XA4UM2,Alveolar wall,
1925624032,XN4QY,Salmonella Give,
921553214,XE1CA,"Occupation - service workers, shop and market sales workers",
1827906316,XA3D16,Peroneus tertius tendon,
1295383545,XM7DL5,Panthenol topical,
701376218,XN6UA,Trichuris trichiura,
204781487,XE6LX,Cause traced to user,
1802662011,XH9M31,Malignant cystic nephroma,
1429960002,XA8YQ2,Lymphocytes,"Lymphocytes include natural killer cells (which function in cell-mediated, cytotoxic innate immunity), T cells (for cell-mediated, cytotoxic adaptive immunity), and B cells (for humoral, antibody-driven adaptive immunity)."
371759764,XM9524,Mercuric chloride nonmedicinal,
1554385909,XM2F89,"Zidovudine, Lamivudine and Abacavir",
1386756797,XM1NF7,Vosaroxin,
1888316222,XE1JE,"Type of sport or exercise activity, heptathlon - unspecified event",
549237391,XE8UX,Streetcar or tram as counterpart in land transport crash,"A streetcar or tram is a device running on rails and operated entirely or partly on roads. Streetcars and trams are used primarily for transporting persons, usually in urban and suburban places. A trailer being towed by a streetcar or tram is considered a part of the streetcar."
107355594,XE85G,Dome component of medical device,Part or design of a device with a convex hemispherical shape.
1594874592,XM4XM2,Fibrinolysin,
1402132065,XM1PU5,Sulfogaiacol,
178868811,XN0TD,Helicobacter bizzozeronii,
116105475,XM3QP5,Helleborus niger plant,
734550478,XM2EK8,"4,4’-Diaminodiphenyl methane",
852262467,XM54A7,Bromindione,
686667038,XE2MD,Battery problem with high impedance,Problem related to increased battery internal impedance.
353491504,XM8UW4,Hedaquinium,
811371786,XA7VL6,Fifth lumbar spinal nerve,
1521490237,XM6T97,Amiquinsin,
1871963848,XA4L08,Lateral marginal vein,
2114754171,XM7771,Xylocaine infiltration,
2056565095,XE5JP,Alarm not visible,The device does not display an alarm message when required.
369906047,XM8SY8,Sulfonamides and trimethoprim derivatives,
228479287,XH4MW7,Micropapillary adenocarcinoma,
1415462031,XA4TM1,Peripheral skeleton,
1283384478,XM9E78,Coumarin,
2086938629,XN07X,Strongyloides,
651261109,XD7FU9,"Ultrasound Scanners, Portable",
1683098725,XH6SC5,"Hodgkin lymphoma, nodular sclerosis, NOS",
2075472868,XA95Y8,"Trigeminal nerve, ophthalmic branch",
1093218645,XM92Y5,Plastic intrauterine contraceptive device,
953734580,XE9X2,Cobra,
63748018,XE5BQ,"Fire truck, fire engine",
1050266234,XM3GB4,Bencyclane,
1770722331,XA6NV1,Fourth thoracic nerve root,
422274277,XM8X57,Etidocaine,
178772331,XH4QZ1,Juvenile myelomonocytic leukaemia,
944265795,XM3WB5,Cactinomycin,
1885989213,XE8JZ,Grocery or shopping trolley or cart,
1257173925,XA22C5,First thoracic nerve root,
653887123,XA4ME3,Thyroarytenoid tendon,
2047405651,XM17B1,Anticoagulant and antithrombotic enzymes,
678573990,,Anticholinesterase agents,
1421494687,XA6NQ7,Oral mucosa,
1037549459,XM3E19,Spiramycin and metronidazole,
70041107,XM8X87,Thioxanthene derivatives,
429248176,XA26M7,Peroneus brevis muscle,
1967365159,XM7A39,Bismuth salts subsalicylate,
956581617,XM99B7,"Brake fluid, not elsewhere classified",
1690540907,XM0K47,Caspofungin,
1382178530,XA5LZ0,Gastrocnemius tendon,
253781008,XH3CQ8,Myoepithelioma,
659601501,XM8YE1,Esomeprazole,
278907378,XE9C6,Area for growing crops combined with raising and care of animals,
41733227,XM04S7,Saruplase,
491922339,XH3UD9,Pulmonary hamartoma,
789990359,XN2NK,Human papillomavirus 16,
534254425,XM5SJ5,Triamterene,
72373228,XA0NE9,Adrenal gland,
1228821625,XM9F85,3-Nitropropionic acid,
1995988611,XE3RD,Software timing problem in device identified,Problems that results from the incorrect sequencing or activation of software modules.
1351765105,XE6Z7,Cautery tip component of medical device,A component designed to coagulate and seal blood vessels or to destroy tissue with heat or electric current.
1625290314,XM61M4,Phytolacca decandra plant,
696484894,XA9JZ4,Genitofemoral nerve,
271893306,XM0666,Idarucizumab,
443443995,XM0715,Pimavanserin,
1606509301,XM1DC1,Aprepitant,
646616770,XM5Q10,Lenalidomide,
1388362759,XD0KV9,Haemofiltration-haemodiafiltration sets,
1253451977,XA03F7,Deep dorsal vein of the penis,
558939091,XE1B3,"Context of assault, altercation about family issues, dowry issues",
2079216392,XM30B2,Odevixibat,
1204996303,XA8ES3,Oesophageal artery,
1381523143,XN97M,Ascaris lumbricoides,
937198040,XA2GU0,First perforating artery,
1739314841,XM9RW1,Anesthesia muscle relaxation,
841906326,XN2NS,Gamma-haemolytic Streptococcus,
371288018,XH8BK8,Anaplastic pleomorphic xanthoastrocytoma,
35665470,,Pain-related interference,Pain-related interference is a measure for how much the pain interferes with daily activities and participation (“how much does the pain interfere with your life?”). The patient should be asked to rate the average pain-related interference they experienced in the last week on an 11-point numerical rating scale (ranging from 0 ‘no interference’ to 10 ‘unable to carry on activities’) or a 100mm visual rating scale.
715706942,XM2CE2,Nitrofuran derivatives,
735787505,XM9EW5,Lurasidone,
1238274578,XM7618,Crilanomer,
2052593043,XA9YC3,Transverse arytenoid tendon,
601470807,XE3FV,"Type of legal intervention, response to other specified disturbance call",
1207170666,XH6HY6,Undifferentiated sarcoma,
480481574,XM4534,Hormone oxytocic,
1338138560,XM5XN0,Ziconotide,
910182887,XH5JG7,Sclerotic fibroma,
1994590808,XE4KJ,"Perpetrator-victim relationship, step-sibling",
669204189,XM9ML9,Sodium phosphate dibasic,
1445884908,XM6JN8,Glyburide,
759043230,XA1630,Peripheral nervous system,
977516017,XE233,Natural grass,
941730606,XM4KW6,b-sitosterol (s),
1408767977,,Substance of plant origin,
432634263,XM53Q3,Noramidopyrine,
1284833495,XM4S15,Witch hazel,
290043040,XM07S0,Kwell anti-infective (topical),
1834847250,XM3TK0,Methylnaltrexone bromide,
1135706095,XM4G15,Ethylene oxide,
39276591,XJ69V,Dislocated fracture,
211935821,XA3JN1,Epidermis,
589266254,XM4L14,Podophyllum (resin),
1819548563,XD0DE3,Permanent peritoneal dialysis lines - others,
1021576736,XH1PF6,Atypical meningioma,
1900566978,XA8WV8,Retina,
1590455189,XM2MC9,Pyrithyldione,
1864653226,XM2666,Perflubron,
1321485700,XE3QG,Exposure to fall from a height of 1 metre or more,
632870887,XA6LY7,Vestibulocochlear nerve,
758213618,XH9E18,Hairy cell leukaemia variant,
1730286379,XE7HV,"Type of sport or exercise activity, riding an all-terrain vehicle (ATV)",
735858112,XE5FN,"Type of sport or exercise activity, fishing",
32483589,XA9ZY9,Epiglottis,
1847905731,XM3EV1,Carmellose,
294335253,XA1HX3,Transversus thoracis tendon,
646329211,XD0U91,Laryngoscopes,
1518964042,XN2R0,Alpharetrovirus,
280964132,XH4V32,"Ductal carcinoma in situ, NOS",
692357526,XM2HN6,Suvorexant,
1035553967,XM0SY7,Prothrombin activator,
1999201485,XA1AC5,Superior cardiac nerve,
1620301862,XM4HQ2,Nitric oxide,
1802766222,XA8ML2,Middle cardiac nerve,
691833038,XN1GJ,Tylonycteris bat coronavirus HKU4,
75432552,XE32G,Storage of device problem identified,Problems that result from storing the device in an uncontrolled or improper environment (e.g. moisture sensitive devices stored in a humid environment).
354961184,XM5ZG4,Unoprostone,
71654073,XM8F93,Triethanolamine,
1498779031,XH25M1,"Spindle cell melanoma, NOS",
1662114650,XE5F1,Operating system becomes nonfunctional,Problem associated with malfunction of the computer operating system as opposed to an application software problem.
273382567,XM90C7,Asenapine,
354755197,XH85M7,"Medulloblastoma, SHH activated, NOS",
1393945851,XA3JR1,Intestinal Wall,
1983013650,XH0Z30,"Thecoma, luteinized",
660568730,XD2M70,Temporary peritoneal dialysis lines - others,
41108300,XM62S0,Antikaluretic,
724348060,XH9VG0,Noninfiltrating intraductal papillary adenocarcinoma,
1206414741,XH14N1,"Precursor cell lymphoblastic lymphoma, NOS",
1970947762,XM7762,Latex,
1493030722,XA4WU2,Extensor digiti minimi tendon,
1449892617,,Other antineoplastic drugs,
1067936981,XE0X7,Personal aid,
1512740152,XE8RE,Short fill,Insufficient filling of a device.
668990132,XA1412,Head of pancreas,
1181742953,XE8ZQ,Melted,Problem associated with a solid device being transformed into a molten or liquid state.
226408345,,Squamous cell neoplasms,
1639063898,XM7J58,Doxycycline,
1516792967,XM0FS7,Aminitrozole,
1390983217,XN2P3,Borrelia miyamotoi,
235303267,XE9JB,Light goods vehicle as mode of transport of person injured in transport related event,"A light goods vehicle is a four- or six-wheeled motor vehicle designed primarily for carrying property on roads, weighing less than the local limit for classification as a heavy goods vehicle (usually less than 3500 kg), and not requiring a special driver's licence."
984965865,XA4NE5,Isthmus of thyroid gland,
823862610,XD8DB0,"Stethoscopes, Binaural",
1854232941,XE7QZ,Spring component of medical device,An elastic component designed to bend under a load and then return to its shape when unloaded.
2089734045,XM2UL5,Kenacort,
320854091,XM5JH1,Stelazine,
1516942260,XM3CW0,Ivacaftor,
256601600,XH7CL0,Angiomyoma,
645338835,XM55D5,Copper oleate,
1465105907,XM9907,Antitussive opiate,
763252649,XH5AQ9,Malignant tenosynovial giant cell tumour,
976604742,XA1CW2,Cerebellum,
309377754,XN7TQ,Staphylococcus xylosus,
1374104635,XA7675,Deciduous dentition,
150520515,XM0TD5,Bile salts,
381354211,XA9411,Pudendal plexus,
2141977131,XE1DD,"Type of legal intervention, civil disorder",
1071381141,XA0101,External oblique abdominis tendon,
621073607,XM6327,Oxandrolone,
33067767,XA0J47,Ulnar border of wrist,
1469076495,XH2R75,"Post transplant lymphoproliferative disorder, NOS",
284880311,XM3M91,Myristica fragrans plant,
1725194899,XM8AM9,Calcium bromolactobionate,
575375113,XH2XR3,"Lobular carcinoma, NOS",
393615195,XN7KH,Fusarium incaratum-equiseti,
1524647698,XE9DC,Residential institution,
1331468586,XM8Y26,Cyclopentamine,
1239883622,XM6CJ2,Fosfonet sodium,
290579631,,Cathinone,Main active agent in Khat
2083690338,XA00Z8,Flexor hallucis brevis tendon,
965319250,XM5490,Mycotoxin,
1042665275,XM5YK5,Distigmine bromide,
1046418548,XM0ML8,Calcium dioctyl sulfosuccinate,
2139465088,XM4UC8,Hyoscyamus niger plant,
453214535,XA5DX5,Hyoglossus muscle,
1968122720,XM2U80,Crizotinib,
1606764101,XM3ES1,Tranquilizer specified,
684707068,XE756,Animal being ridden as counterpart in land transport crash,
1732879172,XE0EG,"Type of conflict, civil insurrection",
1323701298,XM7139,Tubocurarine,
1594880101,XE42A,Vehicle driver injured in transport related event,"A driver is an occupant of a transport vehicle who is operating or intending to operate it. Includes rider operating a motorcycle or bicycle, and a rider directing or attempting to direct a ridden animal. An autonomous or remotely-controlled vehicle has no driver."
19532824,XM9PG4,Tumour necrosis factor alpha inhibitors,
231409887,XM85A7,Succinylsulfathiazole,
2043625951,XM48K1,Guaimesal,
279783732,XM2RB2,Benzisothiazolinone,
1531662474,XE7JA,Fall from motorcycle without counterpart,
1746852032,XH1S32,Periosteal chondrosarcoma,
912217173,XH1HP3,"Solitary fibrous tumour, malignant",
1876983744,XH8UE4,"Adenocarcinoma, metastatic, NOS",
1437194524,XH4SQ4,Collecting duct carcinoma,
583198774,XM9QH4,Camostat,
483710091,XE4BD,Window,
93018847,XA6LU7,Cervical plexus,
439076377,XM2D37,Tazobactam,
732193278,XE56F,Thermostat component of medical device,A component designed to regulate temperature by controlling the starting and stopping of a heating/cooling system.
1277073055,XM3F75,Bezafibrate,
321777898,XM5FK8,Chlormadinone,
540973044,XE9RW,"Type of sport or exercise activity, rugby union",
1456807274,XE3WS,Lack of water,
1664986223,XM9YA3,Jellyfish venom,
1979872394,XM9834,Strophanthus gratus plant,
1292127765,XM5RS5,Silymarin,
1392713543,XM6YA3,Cinnamomum camphora plant,
698436561,XM8D61,Charcoal medicinal antidiarrhoeal,
1788617479,XA4PM9,Cardiovascular system,
672510113,XM5LX3,"Mercury, metallic",
1864860773,XM04M3,Prothrombin synthesis inhibitor,
230594483,XE66P,Other power saw,
933540591,XM63M1,Leucocianidol,
1090419703,XM6YS3,Isepamicin,
1358470376,XN7D2,Leptospira borgpetersenii,
770296514,XA4MZ4,Anterior chamber of the eye,
238202718,XA5S78,Thigh,
109653421,XM5L21,Epichlorhydrin,
161286714,XA24P4,Dorsal Interosseous tendon,
8155445,XE4W1,Optical decentration,Problem associated with being off-center of optical lenses.
139694673,XA4AP3,Deep external pudendal artery,
143668338,XN0KC,Streptococcus agalactiae,
59041635,XH7DV5,"Granulosa cell tumour, adult type",
699071140,,Role of injured person in armed conflict,
1039714413,XE6XP,"Excavator, digger, mechanical shovel",
734996431,XM1071,Nifuroxazide,
2081775587,XE3XR,Decrease in pressure,"Unintended decrease in pressure, compromising the device's intended function."
455677381,XE4KX,"Essential oils, oils used in aromatherapy",
1507828050,XM4YD0,Rilonacept,
343915879,XM0H99,Linoleic acid,
994002889,XM6DW9,Guar gum (medicinal),
254646600,,Aircraft or means of air transport,
2137682178,XH0LH8,Enterochromaffin-like cell tumour,
1948746454,,Extension codes of particular relevance to skin diseases,
1649731250,XE35C,Special vehicle mainly used in agriculture as mode of transport of person injured in transport related event,"A motor vehicle designed specifically for use in farming and agriculture (horticulture), for example to work the land, tend and harvest crops and transport materials on the farm."
1103691536,XM51K6,"Adrenal (extract, cortex or medulla)(glucocorticoids)(hormones)(mineralocorticoids)",
1529428104,XM3FY4,Manganese,
1712002145,XH72E5,Vipoma,
1931397755,XM5XM5,Eberconazole,
1561413945,XA0DY5,Third thoracic spinal nerve,
1582263723,,Synthetic fragrances not elsewhere classified,
1721353160,XT44,Recurrent,
745280274,XM0LT4,Crotethamide,
1153853276,XM4A36,Mephenytoin,
477700093,XM3J93,Naftidrofuryl,
55768151,,"Miscellaneous bone tumours, benign",
2061294245,XH2N45,Myelodysplastic syndrome with single lineage dysplasia,
865317351,XE4EB,Incompatible material identified in device,Problems that occur due to the incompatibility of materials that co-exist simultaneously as part of the device.
1533581182,XM2QW2,Acridine vapor,
1180755682,XH1GU2,Cavernous haemangioma,
1754943016,XH1P36,"Desmoplastic melanoma, amelanotic",
1195970964,XM7PN4,Tetrachloroethylene medicinal,
1831519922,XM5ZA2,Tenecteplase,
180406491,XE0Z9,Loss of osseointegration,Problem associated with weakened integration of the device at the bone-implant interface due to loss of fibrous and/or bony tissue and leading to compromised anchorage of the device
138678010,XE3P0,Role of injured person in armed conflict unknown,
891009861,XM6Z81,Gamma globulin,
810899148,XH6ZG8,Spindle epithelial tumour with thymus-like element,
402491490,XH7LH0,"Squamous cell carcinoma, adenoid",
513787316,XA5956,Tensor tympani tendon,
631603215,XH6YH5,Hurthle cell adenocarcinoma,
1577809562,XM8QC2,Skeletal muscle relaxants,
396922666,XM5VL6,Gelfilm,
416672393,XA4B13,Lower left  lateral incisor,
532462447,XA0S07,Flexor carpi radialis muscle,
386357162,XE8ZY,Other toy weapon or projectile toy,
1192554173,XM2493,Diisopromine,
625059513,XM0WB3,Bemegride,
1622684877,XE6MT,Vaporiser component of medical device,A component for gasifying liquids such as drugs.
880932831,XM58X1,Potassium iodate,
1189253815,XM6MB5,Mecysteine,
278359861,XM9KG1,Non-selective monoamine reuptake inhibitors,
2146384334,XM3D34,Penimepicycline,
562478860,XS5W,Mild,
558721840,XM2BJ0,Sweet niter spirit,
1651779579,XM7H79,Drisapersen,
791525913,XA13D3,Quadrate lobe of liver,
678086422,XH7ZU2,Metanephric adenofibroma,
571244953,XM5N73,Methiodal sodium,
1703580369,XE5EZ,Explosion,"Problem associated with the violent bursting due to the sudden expansion of air, gas or fluid."
991618773,XE1Q1,Device slipped,Problem associated with the device moving or sliding from the intended position.
511482063,XE8J3,Calcified,Problem associated with buildup of calcium salts on the device.
200366896,XM2SD6,Imidazole derivatives,
2102197463,XD0ZQ3,Dialysis lines - others,
2014608835,XM4435,Propylhexedrine,
275201521,XN3LD,Burkholderia pseudomallei,
1752732952,XM0GX2,Benzyl Benzoic acid,
1550841006,,Paragangliomas and glomus tumours,
1718692760,XM5UQ0,Halcinolone,
791540540,XM2CE0,"Poisonous plant sap, not elsewhere classified",
1446779299,XM3X79,Copper sulfate cupric medicinal eye,
1040814934,XM5WD4,Albumin bovine,
1925442254,XM0RF4,Aldesleukin,
558232633,XM00P3,Pituitary extracts (posterior),
827899324,XM7L04,Raclopride,
958174112,XH7152,Glucagon-like peptide-producing tumour,
1426997669,XH2PY9,"Langerhans cell histiocytosis, polyostotic",
1716231214,XM2WV4,Meningococcal vaccines,
821534324,XA6ZE4,Body of pancreas,
1133787699,XM8HP9,Deoxycholic acid,
1345740303,XA3HQ3,Radial lymphatic vessel,
607418053,XM4TP3,Nedocromil,
1172314796,XM1AP6,"Antiarrhythmics, class III",
1881224445,XM5P25,Ergotamine,
304390949,XE3YZ,Unexpected therapeutic results,Problem associated with the use of the device for therapeutic purposes.
1949454614,XE9EF,"Type of sport or exercise activity, heptathlon - 100 metre hurdles event",
1847296334,XE774,Non-cultural public building,
1098168382,XA7902,Deep volar venous arch,
353378167,XA91J7,Radial branches in the hand of the radial artery,
1494375321,XA17J1,Axilla,
229128152,XA0SB2,Pectoralis minor muscle,
1399163249,XE8U9,"Baby exerciser, jumper, or portable swing for home use",
860426430,XA1BZ0,"Sphenopalatine artery, terminal branch",
273667617,XM3NR8,Octenidine,
347134421,XH8XL1,Mucinous cystic neoplasm with intermediate-grade dysplasia,
1036497592,XA2EB2,Triceps brachii muscle,
623594468,XM45C8,Therapeutic radiopharmaceuticals,
898123661,XT1T,Subclinical,
528393836,XH8TH6,Cystic hypersecretory carcinoma,Code change from 8508/3 to 8500/2 in ICD-O3 2016
1054514427,XM0Z07,Etretinate,
2144204537,XM4TX7,Pegfilgrastim,
1581793058,XH3AH8,Basophil adenoma,
1835460136,XM6U56,Tetrahydropyrimidine derivatives,
1488055469,XM4HQ9,Medrogestone,
850680945,XM8AS5,Sodium iodide,
161520262,XA2BL2,Chorda tympani,
1338477196,XA57M6,Lung,
806821549,XN2HK,Haemophilus,
224300996,XE205,Manufacturing process problem with device identified,Problems with a device that can be traced to a problem in the manufacturing and/or production process.
1977648359,,Substance of human origin,
806471486,XA3YY6,Brachioradialis tendon,
164642830,,Number of Nerves,
1704022864,XA6TY4,Lymphatic vessel of the pinna,
1346483753,XM7UB4,Lenograstim,
13531075,XH0H95,Anaplastic medulloblastoma,
457748006,XN5SN,Leptotrichia wadei,
240988763,XM6SG3,Azelaic acid,
486917848,XM0XA8,"Detergent nonmedicinal, not elsewhere classified",
299642455,XM0MB5,Pipobroman,
1169386048,XM7YQ8,Sweet oil (birch),
1616759932,XM8492,Iodine 131 therapeutic,
1914211770,XM98M0,Roxithromycin,
389361095,XM1RP5,Hinkle's pills,
643889231,XH9RV1,Adrenal rest tumour,
1296323643,XA8QL3,Diagonal band of Broca,
1713177271,XN78T,Eastern equine encephalitis virus,
1058737079,XM68K9,Pentamethonium bromide,
2025089367,XD0R67,Biofiltration sets,
10010987,XM6027,Denileukin diftitox,
1473826880,XE6RE,"Type of sport or exercise activity, speed skating",
126307109,XM67G9,Cephalothin,
2140128219,XN1ZM,Pleisiomonas,
867726878,XH2VV8,Malignant peripheral nerve sheath tumour with rhabdomyoblastic differentiation,
1993722314,XA7B54,Lower left central incisor,
1299427046,XE1UJ,Mechanical shock problem with device identified,Problems caused by the sudden violent blow or collision to the whole device (e.g. by dropping).
959780136,XM5YR6,Fluradoline,
1864659390,XA2QB0,Diploic vein,
165899704,XA16A4,Rectus capitis anterior muscle,
979757212,XH42V2,Carcinoma ex pleomorphic adenoma,
1379683296,XE7NH,Imager component of medical device,A component designed to create or record a visual representation.
663005502,XM3E62,Iodide potassium (expectorant),
137856131,XH5971,Halo naevus,
1941097884,XM51E4,Viquidil,
1681628581,XM9LE1,Sodium fluoroacetate,
1031510592,XA10P2,Lymphatic system of the head and neck,
1613194995,XM9R55,Trichloroethane,
297606231,XA4GF1,Hemiazygos vein,
1178999457,XM9KF7,Tienilic acid,
1404925492,XH3BT2,"Sertoli-Leydig cell tumour, poorly differentiated, with heterologous elements",
304641274,,Adrenergic antagonists,
1970648702,XM1BL2,Doxifluridine,
718215697,XM9D37,Antiscorpion sera,
2033599569,,"Epithelial neoplasms, malignant",
41693630,XE758,"Type of sport or exercise activity, modern pentathlon - fencing event",
1997318044,XH8CU4,Neuronevus,
318040297,XM24M7,Iprindole,
1844562279,XA4759,Anterior cervical lymph node,
2073250664,XM6Y24,Diiodotyrosine,
1184377859,,Fungi,
123819183,XM1023,Tranylcypromine,
1120551230,XM3GX0,Mebendazole,
629228914,XH1K94,Pineocytoma,
27806145,,Agents used in antivaricose therapy,
1181555119,XN6H5,Giardia,
1941984960,XM1SG0,Sulfamidopyrine,
477876596,XH8TD6,"Prolymphocytic leukaemia, NOS",
45359143,XE80F,"Perpetrator-victim relationship, institutional co-member",
1066655692,XM18M2,Xylocaine nerve block,
166470345,XM0JN5,Metformin,
1852079684,XM4H64,Tiratricol,
668656712,XM29D2,Methyl chloride,
689953908,XE5Y0,Sewer grate,
252869155,XS83,Phase 9,
1492688068,XM5908,Zoledronic acid,
945310233,XM4873,Triamcinolone hexacetonide,
506460818,XA1GM8,Pelvic splanchnic nerve,
2109615389,XM2P49,Potassium gluconate,
453864041,XM1L81,DFP,
59105832,XM2YP2,Iodine 125,
939242685,XM9CG5,Thioctic acid,
167940168,XA7PN8,Gemellus inferior muscle,
1832553616,,Photoallergens in fragrances,
185662608,XM0SG8,Cromonar,
577443450,XM1V31,Congo red,
392169936,XA4QZ6,Lymphatic vessel of the scalp,
877154954,XE4K4,"Personal countermeasures, no protective devices used",
1463381855,XN18T,Streptococcus parasanguinis,
864052137,XC85,Data not available,
59528888,XH9JY8,"Malignant lymphoma, centroblastic, diffuse",
589463722,,Contact allergens in systemic medicaments,
1565862886,XM5926,"Vaccines bacterial mixed, not elsewhere classified",
658933349,XE1JM,Adult education institution,
528217745,XA3KL5,Deep femoral artery,
1760310688,XA60C8,Depressor labii inferioris muscle,
1484842830,XH6LT0,Fibromyxosarcoma,
1567261395,XM68B5,Salicylic acid,
1784512148,XM9K48,Valethamate bromide,
1651798887,XA9607,Gastrointestinal tract,
364701368,XH8K28,"Hodgkin lymphoma, nodular sclerosis, grade 2",
1552003179,XM6B79,Tiotixene,
152983657,XE8TB,Mobile crane,
287399684,XE5MW,"Part of building or grounds, private parking area",
1427988075,XM8CX5,Antimony anti-infectives,
1714767261,XM6941,Rubidium chloride Rb82,
1278312485,XH0NL5,Large cell neuroendocrine carcinoma,
1865013308,XM3B88,Ipidacrine,
1813060797,XM95R8,Eltrombopag,
1286551780,XM3DU0,Dalteparin,
1248482834,XN2FC,Human papillomavirus 2,
1959303485,XA9XA5,Lower subscapular nerve,
981311893,XM8KF3,Anticholinesterase,
893767926,XA5K66,Ceruminal gland,
28220144,XM16E4,Dabigatran etexilate,
1610376104,XA5WA4,Superior vena cava,
1586872054,XM2NR4,Cobamamide,
673923148,XM7UW8,"Mercury pesticide, not elsewhere classified",
1270099884,XM07W4,Boceprevir,
154650386,XH8226,"Malignant lymphoma, diffuse, NOS",
2116602475,XH73D5,"Monoclonal B-cell lymphocytosis, NOS",
358836640,XM17W1,Ancestim,
116679362,XM3CL2,Glycyrrhizic acid,
765532562,XE5DL,Fastner component of medical device,A component designed to hold items in place.
473991947,XH2RY7,Meningeal melanocytoma,
1585735126,XE36E,"Hay, straw",
1370766919,,"Epithelial neoplasms, in situ",
474927210,XM3NR0,Linzagolix,
1623512714,XE2RY,Cytotoxicity problem with device identified,The device was found to have an undesirable level of toxicity to living cells.
644875578,XA52V8,Labial vein,
40907641,,Musculoskeletal system,
588252145,XE8MP,No audible prompt or feedback,Problem associated with the device ceasing to provide audible prompts.
1190498497,XM4A57,Sorafenib,
815030812,XA4DF2,External urethral sphincter,
1892520061,XM2TG1,Spectinomycin,
1894013096,XM1YR6,Chlorinated naphthalene,
758847078,XA4758,Platysma tendon,
1058060994,XA7S34,Left ventricular papillary muscles,
1993924981,XH4V81,"Malignant peripheral nerve sheath tumour, epithelioid",
463388031,XA5FZ1,Cremaster muscle,
1343094964,XM4PA4,"Carbamate herbicide, not elsewhere classified",
336888564,XM2LQ4,Sodium edetate ophthalmic preparation,
730883332,XM56V2,"Poisonous plant thorns, not elsewhere classified",
454483800,XM5720,Molsidomine,
1549729615,XM9N95,Glucagon,
2030450789,XE5AV,Balloon component of medical device,A sac designed to be inflated and deflated.
1938945717,XA8VH7,Fibrous cartilage,
2078693232,XA7RM2,Teres major muscle,
2032950131,XN7CX,Human coronavirus OC43,
412263999,XA2Z59,Second perforating artery,
2064622792,XH0KZ2,"Embryonal tumour with multilayered rosettes, NOS",
1416993969,,"Analgesics, antipyretics and anti-inflammatory drugs",
1241485875,XM4Z15,Amino acids,
1028386087,XM0QY7,Benzene,
304239975,XM8BF5,Ethylene glycol monobutyl ether,
1393249384,XE312,Special construction vehicle as mode of transport of person injured in transport related event,"A motor vehicle designed specifically for use in the construction (or demolition) of roads, buildings and other structures or associated earth-moving."
1772883607,XM3MJ7,Ovarian hormone,
757014864,XN752,Corynebacterium striatum,
413505960,XE440,Defibrillation problem,Problem associated with the inability of the device to provide an appropriate or successful electrical shock.
835020607,XE65M,Filter component of medical device,A component designed to remove something from whatever passes through it.
902116732,XM7SH2,Milk of magnesia,
1052315868,,"Cystic, mucinous and serous neoplasms",
1570547312,XH0GT2,"Androblastoma, NOS",
618058108,XY9P,Postpartum condition or complication,
1543056070,XM2C70,Jatropha hastata plant,
1679405399,XS6F,Grade 3,
1991930675,XM2BM5,Sputum viscosity-lowering drug,
1404233658,XN4ZZ,Enterococcus mundtii,
1674014893,XB25,Nosocomial,
944206409,XA8RN9,Deep plantar venous arch,
830663707,XM6QJ7,Pteroyltriglutamate,
251812336,XN0R6,Vesivirus,
736017046,XM9A06,Monistat,
399140792,XN7H2,Mycobacterium pinnipedii,
1899318945,XH0Y65,Mesodermal mixed tumour,
1933844266,XM7K86,Dihydroergokryptine,
1334557903,XM66A3,Ethylene imines,
519667495,XH3XT5,Glycogen-rich carcinoma,
1920899160,XD7RE0,"Peritoneal dialysis, catheters",
2138601960,XA05S0,Deep lymphatic vessel,
500819155,XM3FH5,Brovincamine,
157389421,XM5021,Yohimbine,
1009346137,XM3P38,Aluminium acetate,
1336970979,XE99V,"Type of sport or exercise activity, kayaking or white-water rafting",
352367425,XE63T,Device incorrectly disinfected or sterilised during reprocessing identified,The disinfection or sterilization process was incorrect or the wrong products for disinfection or sterilization were used.
756918918,XA7E38,Cerebellar tonsil,
1050255165,XM2HS5,Arsenic trioxide,
188353571,XM3K31,Nitrogen,
1738583184,XM6FY4,Bithionol anthelminthic,
507535969,XN4YH,Rickettsia,
1205434161,XA6AL1,Scalp margin,
1280307069,XH3709,"Pancreatic neuroendocrine tumor, nonfunctioning",
744712677,XM1HD7,Mephenesin,
469417729,XN0PT,Bifidobacterium dentium,
1827934713,XM5UK3,Viminol,
1565359061,XM1P81,Anistreplase,
1418121718,XM4W78,Muscle affecting agents relaxants skeletal,
1295519033,,Occupation,
2123768090,XM6YR0,Chloroethylene,
1568241545,XM1145,Fenproporex,
227544687,XM3T27,Pinkroot,
1617764286,XM5086,Flurandrenolide,
1062867618,XA3K78,Common myeloid progenitor,
1589231122,XE7DU,Apartment or flat,
1062941018,XE954,"Vehicle doors, not elsewhere classified",
884145100,XM34S0,Stiripentol,
975470234,XM3834,Diethylene glycol monoacetate,
141149976,XM06Z6,Tenofovir alafenamide,
1242862600,XM4280,Mebhydrolin,
902588782,XM8LW2,Acepromazine,
80856798,XM4J38,Diphacinone,
1264092820,XE5WL,Other specified powered or motorised watercraft as mode of transport of person injured in transport related event,
1804062618,XA0SH8,Salpingopharyngeus tendon,
256187719,,Haematopoietic system,
